iter,case,idx,relation_events_at_idx,new_relations_at_idx,reused_relations_at_idx,new_relation_names,cumulative_relations
iter0,case2_name_general,59,2,0,2,,100
iter0,case2_name_general,60,4,2,2,productionStartYear; productionEndYear,102
iter0,case2_name_general,61,2,1,1,timezone,103
iter0,case2_name_general,62,2,1,1,founder,104
iter0,case2_name_general,63,1,1,0,attendedSchool,105
iter0,case2_name_general,64,3,1,2,epoch,106
iter0,case2_name_general,65,3,1,2,engineType,107
iter0,case2_name_general,66,6,4,2,numberOfStudents; undergraduateStudents; doctoralStudents; staffMembers,111
iter0,case2_name_general,67,5,2,3,canBeVaryWith; inhabitants,113
iter0,case2_name_general,68,2,0,2,,113
iter0,case2_name_general,69,6,1,5,retiredOn,114
iter0,case2_name_general,70,2,1,1,enrollment,115
iter0,case2_name_general,71,3,0,3,,115
iter0,case2_name_general,72,2,2,0,author; numberOfPages,117
iter0,case2_name_general,73,6,2,4,timeZone; locatedInCountry,119
iter0,case2_name_general,74,1,1,0,areaCode,120
iter0,case2_name_general,75,6,0,6,,120
iter0,case2_name_general,76,4,1,3,playedInSeason,121
iter0,case2_name_general,77,2,0,2,,121
iter0,case2_name_general,78,3,1,2,locationRelation,122
iter0,case2_name_general,79,2,0,2,,122
iter0,case2_name_general,80,5,0,5,,122
iter0,case2_name_general,81,1,0,1,,122
iter0,case2_name_general,82,6,2,4,year; isChampion,124
iter0,case2_name_general,83,5,1,4,locatedAboveSeaLevel,125
iter0,case2_name_general,84,4,0,4,,125
iter0,case2_name_general,85,4,2,2,earnings; hasSubsidiary,127
iter0,case2_name_general,86,1,0,1,,127
iter0,case2_name_general,87,3,0,3,,127
iter0,case2_name_general,88,6,3,3,homeGround; nickname; previousChampion,130
iter0,case2_name_general,89,2,0,2,,130
iter0,case2_name_general,90,4,4,0,currentTeam; height; previousTeam; previousRole,134
iter0,case2_name_general,91,4,3,1,starring; network; genre,137
iter0,case2_name_general,92,3,0,3,,137
iter0,case2_name_general,93,6,1,5,deathDate,138
iter0,case2_name_general,94,1,0,1,,138
iter0,case2_name_general,95,3,2,1,playedFor; currentlyPlaysFor,140
iter0,case2_name_general,96,2,0,2,,140
iter0,case2_name_general,97,2,0,2,,140
iter0,case2_name_general,98,2,0,2,,140
iter0,case2_name_general,99,4,1,3,headquartersLocation,141
iter0,case2_name_general,100,5,2,3,publisher; precedes,143
iter0,case2_name_general,101,2,1,1,youthClub,144
iter0,case2_name_general,102,2,0,2,,144
iter0,case2_name_general,103,3,1,2,rotation_period,145
iter0,case2_name_general,104,4,3,1,containsSettlement; category; southeast_of,148
iter0,case2_name_general,105,1,1,0,builder,149
iter0,case2_name_general,106,4,0,4,,149
iter0,case2_name_general,107,6,1,5,toTheSouthEastOf,150
iter0,case2_name_general,108,4,2,2,originCountry; associatedBand,152
iter0,case2_name_general,109,6,1,5,rotationalPeriod,153
iter0,case2_name_general,110,3,0,3,,153
iter0,case2_name_general,111,5,3,2,parent; actedIn; headquarters,156
iter0,case2_name_general,112,6,2,4,completionDate; startDateConstruction,158
iter0,case2_name_general,113,2,0,2,,158
iter0,case2_name_general,114,5,3,2,foundingPlace; founded; numberOfEmployees,161
iter0,case2_name_general,115,1,0,1,,161
iter0,case2_name_general,116,2,0,2,,161
iter0,case2_name_general,117,3,1,2,revenue,162
iter0,case2_name_general,118,2,1,1,numberOfUndergraduateStudents,163
iter0,case2_name_general,119,5,0,5,,163
iter0,case2_name_general,120,1,1,0,foundedBy,164
iter0,case2_name_general,121,1,0,1,,164
iter0,case2_name_general,122,5,1,4,runwaySurface,165
iter0,case2_name_general,123,2,0,2,,165
iter0,case2_name_general,124,4,1,3,airedOn,166
iter0,case2_name_general,125,2,0,2,,166
iter0,case2_name_general,126,1,0,1,,166
iter0,case2_name_general,127,2,0,2,,166
iter0,case2_name_general,128,7,2,5,yearInLeague; winLeague,168
iter0,case2_name_general,129,5,1,4,containsAdministrativeTerritory,169
iter0,case2_name_general,130,2,0,2,,169
iter0,case2_name_general,131,5,3,2,isAssociatedWith; director; awardedTechnicalCampusStatusTo,172
iter0,case2_name_general,132,4,1,3,operatingOrganization,173
iter0,case2_name_general,133,2,1,1,isAffiliatedTo,174
iter0,case2_name_general,134,4,0,4,,174
iter0,case2_name_general,135,3,1,2,orbital_period,175
iter0,case2_name_general,136,2,2,0,totalNumberOfStudents; undergraduateStudentCount,177
iter0,case2_name_general,137,2,1,1,productionLocation,178
iter0,case2_name_general,138,5,0,5,,178
iter0,case2_name_general,139,3,0,3,,178
iter0,case2_name_general,140,3,0,3,,178
iter0,case2_name_general,141,3,1,2,placeOfBirth,179
iter0,case2_name_general,142,0,0,0,,179
iter0,case2_name_general,143,4,1,3,designatedTechnicalCampusStatusTo,180
iter0,case2_name_general,144,3,0,3,,180
iter0,case2_name_general,145,1,0,1,,180
iter0,case2_name_general,146,6,3,3,status; affiliatedWith; establishedIn,183
iter0,case2_name_general,147,6,1,5,ingredient,184
iter0,case2_name_general,148,2,0,2,,184
iter0,case2_name_general,149,2,1,1,netIncome,185
iter0,case2_name_general,150,4,1,3,builtBetween,186
iter0,case2_name_general,151,1,1,0,tookPartIn,187
iter0,case2_name_general,152,2,1,1,successor,188
iter0,case2_name_general,153,1,0,1,,188
iter0,case2_name_general,154,8,5,3,serviceBranch; awardedTo; award; dateOfRetirement; placeOfDeath,193
iter0,case2_name_general,155,2,0,2,,193
iter0,case2_name_general,156,4,1,3,currentPosition,194
iter0,case2_name_general,157,3,0,3,,194
iter0,case2_name_general,158,4,0,4,,194
iter0,case2_name_general,159,3,0,3,,194
iter0,case2_name_general,160,2,0,2,,194
iter0,case2_name_general,161,2,0,2,,194
iter0,case2_name_general,162,4,0,4,,194
iter0,case2_name_general,163,2,0,2,,194
iter0,case2_name_general,164,5,0,5,,194
iter0,case2_name_general,165,12,3,9,southwestNeighbour; southeastNeighbour; northNeighbour,197
iter0,case2_name_general,166,3,0,3,,197
iter0,case2_name_general,167,4,1,3,lastAiredOn,198
iter0,case2_name_general,168,3,0,3,,198
iter0,case2_name_general,169,6,0,6,,198
iter0,case2_name_general,170,1,0,1,,198
iter0,case2_name_general,171,4,2,2,peopleName; hasItem,200
iter0,case2_name_general,172,3,1,2,releaseDate,201
iter0,case2_name_general,173,5,2,3,dateOfDeath; locationOfDeath,203
iter0,case2_name_general,174,1,1,0,longName,204
iter0,case2_name_general,175,5,0,5,,204
iter0,case2_name_general,176,3,0,3,,204
iter0,case2_name_general,177,1,0,1,,204
iter0,case2_name_general,178,3,0,3,,204
iter0,case2_name_general,179,4,1,3,playedIn,205
iter0,case2_name_general,180,3,0,3,,205
iter0,case2_name_general,181,2,0,2,,205
iter0,case2_name_general,182,2,1,1,discovered,206
iter0,case2_name_general,183,3,1,2,officialLanguage,207
iter0,case2_name_general,184,2,0,2,,207
iter0,case2_name_general,185,3,1,2,adjacentCounty,208
iter0,case2_name_general,186,1,1,0,formerTeam,209
iter0,case2_name_general,187,5,1,4,industry,210
iter0,case2_name_general,188,6,0,6,,210
iter0,case2_name_general,189,4,1,3,wonLeagueChampionship,211
iter0,case2_name_general,190,3,1,2,completedOn,212
iter0,case2_name_general,191,4,0,4,,212
iter0,case2_name_general,192,4,1,3,manages,213
iter0,case2_name_general,193,3,1,2,postgraduateStudents,214
iter0,case2_name_general,194,4,0,4,,214
iter0,case2_name_general,195,3,0,3,,214
iter0,case2_name_general,196,2,1,1,leader,215
iter0,case2_name_general,197,3,0,3,,215
iter0,case2_name_general,198,1,1,0,isAffiliatedWith,216
iter0,case2_name_general,199,3,3,0,firstProducedIn; lastProducedIn; locationOfProduction,219
iter0,case2_name_general,200,1,1,0,area,220
iter0,case2_name_general,201,2,0,2,,220
iter0,case2_name_general,202,2,0,2,,220
iter0,case2_name_general,203,4,1,3,fullName,221
iter0,case2_name_general,204,3,0,3,,221
iter0,case2_name_general,205,4,0,4,,221
iter0,case2_name_general,206,3,0,3,,221
iter0,case2_name_general,207,2,0,2,,221
iter0,case2_name_general,208,2,1,1,produced,222
iter0,case2_name_general,209,3,0,3,,222
iter0,case2_name_general,210,5,0,5,,222
iter0,case2_name_general,211,5,0,5,,222
iter0,case2_name_general,212,3,0,3,,222
iter0,case2_name_general,213,2,0,2,,222
iter0,case2_name_general,214,2,0,2,,222
iter0,case2_name_general,215,1,0,1,,222
iter0,case2_name_general,216,5,0,5,,222
iter0,case2_name_general,217,5,2,3,represented; position,224
iter0,case2_name_general,218,4,0,4,,224
iter0,case2_name_general,219,3,1,2,youthTeam,225
iter0,case2_name_general,220,2,0,2,,225
iter0,case2_name_general,221,5,2,3,foundingEntity; wasFoundedBy,227
iter0,case2_name_general,222,2,0,2,,227
iter0,case2_name_general,223,3,0,3,,227
iter0,case2_name_general,224,3,0,3,,227
iter0,case2_name_general,225,3,1,2,anthem,228
iter0,case2_name_general,226,2,0,2,,228
iter0,case2_name_general,227,4,0,4,,228
iter0,case2_name_general,228,3,0,3,,228
iter0,case2_name_general,229,5,0,5,,228
iter0,case2_name_general,230,2,0,2,,228
iter0,case2_name_general,231,2,0,2,,228
iter0,case2_name_general,232,2,0,2,,228
iter0,case2_name_general,233,1,0,1,,228
iter0,case2_name_general,234,5,0,5,,228
iter0,case2_name_general,235,3,0,3,,228
iter0,case2_name_general,236,2,0,2,,228
iter0,case2_name_general,237,5,0,5,,228
iter0,case2_name_general,238,1,0,1,,228
iter0,case2_name_general,239,5,0,5,,228
iter0,case2_name_general,240,3,0,3,,228
iter0,case2_name_general,241,2,1,1,followedBy,229
iter0,case2_name_general,242,9,2,7,graduationYear; yearInPosition,231
iter0,case2_name_general,243,2,0,2,,231
iter0,case2_name_general,244,5,1,4,propertyOf,232
iter0,case2_name_general,245,1,0,1,,232
iter0,case2_name_general,246,4,1,3,full_name,233
iter0,case2_name_general,247,2,1,1,yearErected,234
iter0,case2_name_general,248,4,0,4,,234
iter0,case2_name_general,249,7,1,6,runwayMaterial,235
iter0,case2_name_general,250,3,2,1,broughtUpBy; firstBroadcast,237
iter0,case2_name_general,251,3,1,2,leaderName,238
iter0,case2_name_general,252,4,0,4,,238
iter0,case2_name_general,253,2,2,0,published; publicationDate,240
iter0,case2_name_general,254,5,0,5,,240
iter0,case2_name_general,255,5,0,5,,240
iter0,case2_name_general,256,4,0,4,,240
iter0,case2_name_general,257,4,1,3,educates,241
iter0,case2_name_general,258,1,0,1,,241
iter0,case2_name_general,259,1,0,1,,241
iter0,case2_name_general,260,1,1,0,firstAppearance,242
iter0,case2_name_general,261,2,0,2,,242
iter0,case2_name_general,262,4,0,4,,242
iter0,case2_name_general,263,2,0,2,,242
iter0,case2_name_general,264,3,0,3,,242
iter0,case2_name_general,265,1,0,1,,242
iter0,case2_name_general,266,4,0,4,,242
iter0,case2_name_general,267,3,0,3,,242
iter0,case2_name_general,268,2,0,2,,242
iter0,case2_name_general,269,1,1,0,nationalAnthem,243
iter0,case2_name_general,270,2,0,2,,243
iter0,case2_name_general,271,2,0,2,,243
iter0,case2_name_general,272,2,0,2,,243
iter0,case2_name_general,273,1,1,0,populationTotal,244
iter0,case2_name_general,274,1,0,1,,244
iter0,case2_name_general,275,2,0,2,,244
iter0,case2_name_general,276,2,0,2,,244
iter0,case2_name_general,277,2,0,2,,244
iter0,case2_name_general,278,6,0,6,,244
iter0,case2_name_general,279,2,0,2,,244
iter0,case2_name_general,280,4,1,3,leadershipTitle,245
iter0,case2_name_general,281,4,0,4,,245
iter0,case2_name_general,282,8,1,7,hasBird,246
iter0,case2_name_general,283,3,0,3,,246
iter0,case2_name_general,284,4,3,1,isChampionOf; containsTeam; competedIn,249
iter0,case2_name_general,285,3,0,3,,249
iter0,case2_name_general,286,2,0,2,,249
iter0,case2_name_general,287,2,0,2,,249
iter0,case2_name_general,288,3,0,3,,249
iter0,case2_name_general,289,2,0,2,,249
iter0,case2_name_general,290,1,0,1,,249
iter0,case2_name_general,291,2,0,2,,249
iter0,case2_name_general,292,2,0,2,,249
iter0,case2_name_general,293,5,2,3,playIn; wonChampionship,251
iter0,case2_name_general,294,5,0,5,,251
iter0,case2_name_general,295,2,1,1,coach,252
iter0,case2_name_general,296,1,1,0,postalCode,253
iter0,case2_name_general,297,1,0,1,,253
iter0,case2_name_general,298,5,0,5,,253
iter0,case2_name_general,299,3,0,3,,253
iter0,case2_name_general,300,3,0,3,,253
iter0,case2_name_general,301,2,0,2,,253
iter0,case2_name_general,302,6,0,6,,253
iter0,case2_name_general,303,1,1,0,isLeaderOf,254
iter0,case2_name_general,304,1,0,1,,254
iter0,case2_name_general,305,3,1,2,isServedAs,255
iter0,case2_name_general,306,2,0,2,,255
iter0,case2_name_general,307,2,1,1,sequelTo,256
iter0,case2_name_general,308,3,0,3,,256
iter0,case2_name_general,309,2,0,2,,256
iter0,case2_name_general,310,4,0,4,,256
iter0,case2_name_general,311,4,1,3,presidentDuringTenure,257
iter0,case2_name_general,312,5,0,5,,257
iter0,case2_name_general,313,3,1,2,uses,258
iter0,case2_name_general,314,4,0,4,,258
iter0,case2_name_general,315,7,1,6,establishmentYear,259
iter0,case2_name_general,316,2,0,2,,259
iter0,case2_name_general,317,3,0,3,,259
iter0,case2_name_general,318,3,1,2,formerlyPlayedWith,260
iter0,case2_name_general,319,1,1,0,playInLeague,261
iter0,case2_name_general,320,1,0,1,,261
iter0,case2_name_general,321,2,0,2,,261
iter0,case2_name_general,322,3,0,3,,261
iter0,case2_name_general,323,1,0,1,,261
iter0,case2_name_general,324,1,0,1,,261
iter0,case2_name_general,325,2,1,1,endedManufacturingOf,262
iter0,case2_name_general,326,5,2,3,citizenship; presidentDuringService,264
iter0,case2_name_general,327,3,0,3,,264
iter0,case2_name_general,328,2,0,2,,264
iter0,case2_name_general,329,9,0,9,,264
iter0,case2_name_general,330,1,0,1,,264
iter0,case2_name_general,331,2,0,2,,264
iter0,case2_name_general,332,3,2,1,role; crewMember,266
iter0,case2_name_general,333,3,0,3,,266
iter0,case2_name_general,334,3,0,3,,266
iter0,case2_name_general,335,4,0,4,,266
iter0,case2_name_general,336,4,1,3,students,267
iter0,case2_name_general,337,7,1,6,selectedYear,268
iter0,case2_name_general,338,7,0,7,,268
iter0,case2_name_general,339,1,0,1,,268
iter0,case2_name_general,340,1,1,0,language,269
iter0,case2_name_general,341,4,0,4,,269
iter0,case2_name_general,342,3,0,3,,269
iter0,case2_name_general,343,3,1,2,member,270
iter0,case2_name_general,344,5,1,4,inOfficeWith,271
iter0,case2_name_general,345,4,2,2,isStarOf; isBasedAt,273
iter0,case2_name_general,346,3,1,2,locatedIn,274
iter0,case2_name_general,347,2,0,2,,274
iter0,case2_name_general,348,1,0,1,,274
iter0,case2_name_general,349,6,1,5,awardedBy,275
iter0,case2_name_general,350,3,1,2,engine,276
iter0,case2_name_general,351,5,1,4,wrote,277
iter0,case2_name_general,352,4,0,4,,277
iter0,case2_name_general,353,2,1,1,succeeded,278
iter0,case2_name_general,354,6,1,5,isServedBy,279
iter0,case2_name_general,355,2,1,1,icaoIdentifier,280
iter0,case2_name_general,356,8,1,7,countryOfBirth,281
iter0,case2_name_general,357,2,1,1,bornWithin,282
iter0,case2_name_general,358,3,0,3,,282
iter0,case2_name_general,359,2,0,2,,282
iter0,case2_name_general,360,2,0,2,,282
iter0,case2_name_general,361,5,1,4,constructionStart,283
iter0,case2_name_general,362,4,0,4,,283
iter0,case2_name_general,363,3,0,3,,283
iter0,case2_name_general,364,2,1,1,born,284
iter0,case2_name_general,365,4,1,3,direction,285
iter0,case2_name_general,366,4,1,3,lastAired,286
iter0,case2_name_general,367,4,1,3,isManagedBy,287
iter0,case2_name_general,368,1,0,1,,287
iter0,case2_name_general,369,3,2,1,citizens; countryOrigin,289
iter0,case2_name_general,370,4,0,4,,289
iter0,case2_name_general,371,1,0,1,,289
iter0,case2_name_general,372,2,0,2,,289
iter0,case2_name_general,373,2,0,2,,289
iter0,case2_name_general,374,5,1,4,ownedBy,290
iter0,case2_name_general,375,5,0,5,,290
iter0,case2_name_general,376,3,2,1,beganPerforming; hasMember,292
iter0,case2_name_general,377,2,0,2,,292
iter0,case2_name_general,378,2,0,2,,292
iter0,case2_name_general,379,2,1,1,studentBody_size,293
iter0,case2_name_general,380,3,0,3,,293
iter0,case2_name_general,381,6,1,5,mainIngredient,294
iter0,case2_name_general,382,2,0,2,,294
iter0,case2_name_general,383,4,0,4,,294
iter0,case2_name_general,384,3,1,2,channel,295
iter0,case2_name_general,385,5,0,5,,295
iter0,case2_name_general,386,5,1,4,headquarteredIn,296
iter0,case2_name_general,387,3,0,3,,296
iter0,case2_name_general,388,2,0,2,,296
iter0,case2_name_general,389,2,0,2,,296
iter0,case2_name_general,390,1,0,1,,296
iter0,case2_name_general,391,4,0,4,,296
iter0,case2_name_general,392,5,2,3,gaveTechnicalCampusStatusTo; fullAddress,298
iter0,case2_name_general,393,1,0,1,,298
iter0,case2_name_general,394,2,0,2,,298
iter0,case2_name_general,395,5,1,4,otherTeam,299
iter0,case2_name_general,396,2,1,1,prequelOf,300
iter0,case2_name_general,397,3,0,3,,300
iter0,case2_name_general,398,2,0,2,,300
iter0,case2_name_general,399,3,1,2,bodyStyle,301
iter0,case2_name_general,400,4,2,2,associatedWith; beganMusicalCareer,303
iter0,case2_name_general,401,4,0,4,,303
iter0,case2_name_general,402,1,0,1,,303
iter0,case2_name_general,403,6,1,5,neighbor,304
iter0,case2_name_general,404,1,0,1,,304
iter0,case2_name_general,405,4,0,4,,304
iter0,case2_name_general,406,5,0,5,,304
iter0,case2_name_general,407,3,0,3,,304
iter0,case2_name_general,408,2,0,2,,304
iter0,case2_name_general,409,1,0,1,,304
iter0,case2_name_general,410,6,1,5,campusLocation,305
iter0,case2_name_general,411,1,0,1,,305
iter0,case2_name_general,412,1,0,1,,305
iter0,case2_name_general,413,3,0,3,,305
iter0,case2_name_general,414,5,0,5,,305
iter0,case2_name_general,415,2,0,2,,305
iter0,case2_name_general,416,1,1,0,cosparId,306
iter0,case2_name_general,417,4,0,4,,306
iter0,case2_name_general,418,4,1,3,city,307
iter0,case2_name_general,419,5,1,4,previousChampions,308
iter0,case2_name_general,420,2,0,2,,308
iter0,case2_name_general,421,6,1,5,mainDishType,309
iter0,case2_name_general,422,1,0,1,,309
iter0,case2_name_general,423,1,0,1,,309
iter0,case2_name_general,424,2,0,2,,309
iter0,case2_name_general,425,2,1,1,debutTeam,310
iter0,case2_name_general,426,4,1,3,productionPeriod,311
iter0,case2_name_general,427,1,1,0,isEthnicGroup,312
iter0,case2_name_general,428,2,0,2,,312
iter0,case2_name_general,429,3,1,2,presidentServedUnder,313
iter0,case2_name_general,430,4,1,3,playedBy,314
iter0,case2_name_general,431,5,0,5,,314
iter0,case2_name_general,432,2,0,2,,314
iter0,case2_name_general,433,2,0,2,,314
iter0,case2_name_general,434,4,0,4,,314
iter0,case2_name_general,435,3,0,3,,314
iter0,case2_name_general,436,2,0,2,,314
iter0,case2_name_general,437,2,0,2,,314
iter0,case2_name_general,438,5,0,5,,314
iter0,case2_name_general,439,1,0,1,,314
iter0,case2_name_general,440,3,0,3,,314
iter0,case2_name_general,441,2,0,2,,314
iter0,case2_name_general,442,2,0,2,,314
iter0,case2_name_general,443,2,0,2,,314
iter0,case2_name_general,444,2,0,2,,314
iter0,case2_name_general,445,3,0,3,,314
iter0,case2_name_general,446,1,0,1,,314
iter0,case2_name_general,447,4,1,3,absolute_magnitude,315
iter0,case2_name_general,448,2,1,1,numberOfStaffMembers,316
iter0,case2_name_general,449,2,1,1,locationOfOccurrence,317
iter0,case2_name_general,450,3,0,3,,317
iter0,case2_name_general,451,4,0,4,,317
iter0,case2_name_general,452,1,0,1,,317
iter0,case2_name_general,453,3,0,3,,317
iter0,case2_name_general,454,2,0,2,,317
iter0,case2_name_general,455,1,0,1,,317
iter0,case2_name_general,456,2,0,2,,317
iter0,case2_name_general,457,4,0,4,,317
iter0,case2_name_general,458,3,0,3,,317
iter0,case2_name_general,459,4,0,4,,317
iter0,case2_name_general,460,3,0,3,,317
iter0,case2_name_general,461,3,1,2,keyPerson,318
iter0,case2_name_general,462,3,1,2,hasUndergraduateStudents,319
iter0,case2_name_general,463,2,1,1,operatingOrganisationFor,320
iter0,case2_name_general,464,8,0,8,,320
iter0,case2_name_general,465,4,1,3,CEO,321
iter0,case2_name_general,466,3,1,2,isHomeTo,322
iter0,case2_name_general,467,5,0,5,,322
iter0,case2_name_general,468,1,0,1,,322
iter0,case2_name_general,469,2,0,2,,322
iter0,case2_name_general,470,2,0,2,,322
iter0,case2_name_general,471,1,0,1,,322
iter0,case2_name_general,472,2,1,1,starredIn,323
iter0,case2_name_general,473,4,0,4,,323
iter0,case2_name_general,474,2,0,2,,323
iter0,case2_name_general,475,2,0,2,,323
iter0,case2_name_general,476,3,1,2,currentSenator,324
iter0,case2_name_general,477,7,3,4,nativeOf; degree; graduatedIn,327
iter0,case2_name_general,478,2,0,2,,327
iter0,case2_name_general,479,6,1,5,name,328
iter0,case2_name_general,480,2,0,2,,328
iter0,case2_name_general,481,3,0,3,,328
iter0,case2_name_general,482,3,0,3,,328
iter0,case2_name_general,483,2,0,2,,328
iter0,case2_name_general,484,4,0,4,,328
iter0,case2_name_general,485,10,2,8,servedAt; inhabitedBy,330
iter0,case2_name_general,486,1,0,1,,330
iter0,case2_name_general,487,3,0,3,,330
iter0,case2_name_general,488,5,0,5,,330
iter0,case2_name_general,489,3,0,3,,330
iter0,case2_name_general,490,4,0,4,,330
iter0,case2_name_general,491,2,0,2,,330
iter0,case2_name_general,492,4,2,2,numberOfPostgraduateStudents; hadCampusIn,332
iter0,case2_name_general,493,2,1,1,hasOfficial,333
iter0,case2_name_general,494,3,0,3,,333
iter0,case2_name_general,495,4,0,4,,333
iter0,case2_name_general,496,3,0,3,,333
iter0,case2_name_general,497,2,0,2,,333
iter0,case2_name_general,498,4,2,2,winLeagueTitle; locationOf,335
iter0,case2_name_general,499,1,1,0,isFoundationPlace,336
iter0,case2_name_general,500,2,0,2,,336
iter0,case2_name_general,501,5,3,2,categorization; southeastNeighbor; westNeighbor,339
iter0,case2_name_general,502,2,1,1,runwaySurfaceMaterial,340
iter0,case2_name_general,503,3,0,3,,340
iter0,case2_name_general,504,2,0,2,,340
iter0,case2_name_general,505,3,1,2,hasNativeBird,341
iter0,case2_name_general,506,2,0,2,,341
iter0,case2_name_general,507,1,0,1,,341
iter0,case2_name_general,508,7,0,7,,341
iter0,case2_name_general,509,2,0,2,,341
iter0,case2_name_general,510,6,0,6,,341
iter0,case2_name_general,511,4,0,4,,341
iter0,case2_name_general,512,7,1,6,graduatedFrom,342
iter0,case2_name_general,513,3,0,3,,342
iter0,case2_name_general,514,3,0,3,,342
iter0,case2_name_general,515,1,0,1,,342
iter0,case2_name_general,516,2,0,2,,342
iter0,case2_name_general,517,5,0,5,,342
iter0,case2_name_general,518,2,1,1,draftPick,343
iter0,case2_name_general,519,2,0,2,,343
iter0,case2_name_general,520,3,1,2,assemblyLocation,344
iter0,case2_name_general,521,2,1,1,postgraduateStudentCount,345
iter0,case2_name_general,522,7,1,6,sportsOffered,346
iter0,case2_name_general,523,3,0,3,,346
iter0,case2_name_general,524,3,1,2,hasTeam,347
iter0,case2_name_general,525,3,1,2,offersProduct,348
iter0,case2_name_general,526,4,0,4,,348
iter0,case2_name_general,527,2,0,2,,348
iter0,case2_name_general,528,2,0,2,,348
iter0,case2_name_general,529,3,0,3,,348
iter0,case2_name_general,530,1,0,1,,348
iter0,case2_name_general,531,2,0,2,,348
iter0,case2_name_general,532,2,0,2,,348
iter0,case2_name_general,533,4,1,3,stateOfDeath,349
iter0,case2_name_general,534,5,0,5,,349
iter0,case2_name_general,535,3,0,3,,349
iter0,case2_name_general,536,1,0,1,,349
iter0,case2_name_general,537,5,0,5,,349
iter0,case2_name_general,538,5,0,5,,349
iter0,case2_name_general,539,4,0,4,,349
iter0,case2_name_general,540,4,0,4,,349
iter0,case2_name_general,541,1,0,1,,349
iter0,case2_name_general,542,2,1,1,contains,350
iter0,case2_name_general,543,4,0,4,,350
iter0,case2_name_general,544,5,0,5,,350
iter0,case2_name_general,545,4,0,4,,350
iter0,case2_name_general,546,3,0,3,,350
iter0,case2_name_general,547,3,0,3,,350
iter0,case2_name_general,548,9,1,8,state,351
iter0,case2_name_general,549,2,0,2,,351
iter0,case2_name_general,550,1,0,1,,351
iter0,case2_name_general,551,1,0,1,,351
iter0,case2_name_general,552,2,0,2,,351
iter0,case2_name_general,553,7,0,7,,351
iter0,case2_name_general,554,1,0,1,,351
iter0,case2_name_general,555,8,0,8,,351
iter0,case2_name_general,556,7,2,5,numberOfAcademicStaff; offersSport,353
iter0,case2_name_general,557,5,1,4,yearOfGraduation,354
iter0,case2_name_general,558,2,1,1,extinctionDate,355
iter0,case2_name_general,559,3,0,3,,355
iter0,case2_name_general,560,2,0,2,,355
iter0,case2_name_general,561,1,1,0,postalCodeRange,356
iter0,case2_name_general,562,3,0,3,,356
iter0,case2_name_general,563,5,1,4,campus_location,357
iter0,case2_name_general,564,4,0,4,,357
iter0,case2_name_general,565,4,0,4,,357
iter0,case2_name_general,566,2,0,2,,357
iter0,case2_name_general,567,2,0,2,,357
iter0,case2_name_general,568,5,0,5,,357
iter0,case2_name_general,569,5,2,3,servesAs; servedFor,359
iter0,case2_name_general,570,4,0,4,,359
iter0,case2_name_general,571,1,0,1,,359
iter0,case2_name_general,572,5,1,4,managerOfCurrentTeam,360
iter0,case2_name_general,573,5,0,5,,360
iter0,case2_name_general,574,4,1,3,manufacturer,361
iter0,case2_name_general,575,3,0,3,,361
iter0,case2_name_general,576,3,0,3,,361
iter0,case2_name_general,577,1,0,1,,361
iter0,case2_name_general,578,1,0,1,,361
iter0,case2_name_general,579,4,0,4,,361
iter0,case2_name_general,580,2,1,1,locationOfManufacture,362
iter0,case2_name_general,581,1,0,1,,362
iter0,case2_name_general,582,4,0,4,,362
iter0,case2_name_general,583,5,0,5,,362
iter0,case2_name_general,584,2,0,2,,362
iter0,case2_name_general,585,5,1,4,follows,363
iter0,case2_name_general,586,3,0,3,,363
iter0,case2_name_general,587,1,0,1,,363
iter0,case2_name_general,588,6,2,4,currentOwner; ownedBuilding,365
iter0,case2_name_general,589,1,0,1,,365
iter0,case2_name_general,590,1,0,1,,365
iter0,case2_name_general,591,4,0,4,,365
iter0,case2_name_general,592,1,0,1,,365
iter0,case2_name_general,593,5,0,5,,365
iter0,case2_name_general,594,1,0,1,,365
iter0,case2_name_general,595,3,1,2,yearBegunCareer,366
iter0,case2_name_general,596,6,0,6,,366
iter0,case2_name_general,597,1,0,1,,366
iter0,case2_name_general,598,1,0,1,,366
iter0,case2_name_general,599,5,1,4,awarded,367
iter0,case2_name_general,600,3,0,3,,367
iter0,case2_name_general,601,1,0,1,,367
iter0,case2_name_general,602,5,0,5,,367
iter0,case2_name_general,603,2,0,2,,367
iter0,case2_name_general,604,2,0,2,,367
iter0,case2_name_general,605,2,0,2,,367
iter0,case2_name_general,606,2,0,2,,367
iter0,case2_name_general,607,2,1,1,playsMusic,368
iter0,case2_name_general,608,3,0,3,,368
iter0,case2_name_general,609,2,2,0,keyPersonFor; parentCompany,370
iter0,case2_name_general,610,2,1,1,support,371
iter0,case2_name_general,611,4,0,4,,371
iter0,case2_name_general,612,1,0,1,,371
iter0,case2_name_general,613,4,0,4,,371
iter0,case2_name_general,614,4,0,4,,371
iter0,case2_name_general,615,7,2,5,awardingBody; retirementDate,373
iter0,case2_name_general,616,5,1,4,formerClub,374
iter0,case2_name_general,617,2,0,2,,374
iter0,case2_name_general,618,2,0,2,,374
iter0,case2_name_general,619,5,0,5,,374
iter0,case2_name_general,620,4,0,4,,374
iter0,case2_name_general,621,1,0,1,,374
iter0,case2_name_general,622,2,0,2,,374
